,liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,time,mi,mf,m,%error,Transfer_Observation,Comment
0,Viscosity_std_204,p1000,1000.0,95.38141797192232,95.38141797192232,0,5,5,0,True,False,0.8639,36.447500705718994,20.312,21.1268,0.8147999999999982,-5.683528186132864,Incomplete aspiration and dispense,
1,Viscosity_std_204,p1000,500.0,95.38141797192232,95.38141797192232,0,5,5,0,True,False,0.8639,26.04952096939087,21.1268,21.537,0.4101999999999997,-5.03530501215426,Incomplete aspiration and dispense,
2,Viscosity_std_204,p1000,300.0,95.38141797192232,95.38141797192232,0,5,5,0,True,False,0.8639,21.928218841552734,21.537,21.7872,0.2501999999999995,-3.4610487324923707,Within tolerance,
3,Viscosity_std_204,p1000,1000.0,119.22677246490292,119.22677246490292,0,5,5,0,True,False,0.8639,32.35043668746948,21.7872,22.5553,0.7681000000000004,-11.089246440560196,Incomplete aspiration and dispense,
4,Viscosity_std_204,p1000,500.0,119.22677246490292,119.22677246490292,0,5,5,0,True,False,0.8639,24.000840663909912,22.5553,22.9455,0.3902000000000001,-9.665470540571805,Incomplete aspiration and dispense,
5,Viscosity_std_204,p1000,300.0,119.22677246490292,119.22677246490292,0,5,5,0,True,False,0.8639,20.62982726097107,22.9455,23.1906,0.24510000000000076,-5.428869082069395,Incomplete aspiration and dispense,
6,Viscosity_std_204,p1000,1000.0,119.22677246490292,9.538141797192234,0,5,5,0,True,False,0.8639,133.9328122138977,23.1906,24.073,0.8824000000000005,2.141451556893218,Within tolerance,
7,Viscosity_std_204,p1000,500.0,119.22677246490292,9.538141797192234,0,5,5,0,True,False,0.8639,75.02818059921266,24.073,24.5147,0.4417000000000009,2.257205695103801,Within tolerance,
8,Viscosity_std_204,p1000,300.0,119.22677246490292,9.538141797192234,0,5,5,0,True,False,0.8639,51.57285761833191,24.5147,24.7839,0.2691999999999979,3.8700466875015915,Within tolerance,
9,Viscosity_std_204,p1000,1000.0,9.538141797192234,119.22677246490292,0,5,5,0,True,False,0.8639,135.66376423835754,24.7839,25.549,0.7651000000000003,-11.436508855191535,Incomplete aspiration and dispense,
10,Viscosity_std_204,p1000,500.0,9.538141797192234,119.22677246490292,0,5,5,0,True,False,0.8639,76.74309825897217,25.549,25.9449,0.39590000000000103,-8.34587336497256,Incomplete aspiration and dispense,
11,Viscosity_std_204,p1000,300.0,9.538141797192234,119.22677246490292,0,5,5,0,True,False,0.8639,53.28897738456726,25.9449,26.1966,0.2516999999999996,-2.8822780414401437,Within tolerance,
12,Viscosity_std_204,p1000,1000.0,9.538141797192234,9.538141797192234,0,5,5,0,True,False,0.8639,237.26067233085632,26.1966,27.0769,0.8802999999999983,1.8983678666510364,Within tolerance,
13,Viscosity_std_204,p1000,500.0,9.538141797192234,9.538141797192234,0,5,5,0,True,False,0.8639,127.80947351455687,27.0769,27.5313,0.4544000000000033,5.197360805649554,Excess aspiration and dispense,
14,Viscosity_std_204,p1000,300.0,9.538141797192234,9.538141797192234,0,5,5,0,True,False,0.8639,84.17351293563844,27.5313,27.8004,0.2690999999999981,3.8314619747648666,Wihtin tolerance,
15,Viscosity_std_204,p1000,1000.0,96.863935,46.749,0,5,5,0,True,False,0.8639,47.98683404922485,20.1213,20.9217,0.8003999999999998,-7.35038777636303,Incomplete Aspiration and Dispense,
16,,,,96.863935,46.749,0,5,5,0,True,False,,,,,,,,
17,Viscosity_std_204,p1000,500.0,96.863935,46.749,0,5,5,0,True,False,0.8639,30.867307424545288,20.9217,21.3317,0.41000000000000014,-5.081606667438328,Incomplete Aspiration and Dispense,
